管材类型,f采用值（上限）,f下限,Q_target (m³/s),n_unpr,i_unpr_str,i_unpr_val,D (m),水力计算内径 di (mm),公称外径 DN (mm),公称壁厚 en (mm),PE材料等级,PE公称压力 PN (MPa),PE标准尺寸比 SDR,产品标准,y_unpr (m),v_unpr (m/s),y/D_unpr,V_press (m/s),hf_press (m/km),hf_local_press (m/km),hf_total_press (m/km),h_loss_total (m),hf_press_f下限 (m/km),hf_local_press_f下限 (m/km),hf_total_press_f下限 (m/km),h_loss_total_f下限 (m),净空高度 (m),净空面积 (%),净空高<0.4m,净空面积(%)<15,Q_full_unpr (m³/s),Q_max_unpr (m³/s),加大比例 (%),分类,备注,产品族,产品型式,产品规格ID,公称口径代号,公称口径 (mm),口径基准,产品外径 (mm),产品公称壁厚 (mm),水力内径取值依据,等级体系,等级代码,内衬代号,内衬厚度 (mm),两端最小内径 (mm),两端最大内径 (mm),设计内径允许偏差 (mm),产品规格依据,规格表定位,钢管壁厚选取,钢管尺寸计算过程,钢管所需最小水力内径 (mm),钢管上取公称外径 DN (mm),钢管最小推荐档
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,0.7,700.0,,,,,,GB/T 21238—2016,,,,4.417361685815871,19.044581197628705,2.8566871796443056,21.901268377273013,21.901268377273013,,,,,,,False,False,0.19230989334519477,0.20686893101577572,25.0,兜底,Q>0.2069(Q_max_unpr),FRPM,,FRPM|ID|DN700,DN,700.0,公称内径系列,,,内径系列公称直径,,,,,695.0,714.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,0.8,800.0,,,,,,GB/T 21238—2016,,,,3.3820425407027757,10.072791387924024,1.5109187081886035,11.583710096112627,11.583710096112627,,,,,,,False,False,0.2745660393129091,0.29535237141410536,25.0,兜底,Q>0.2954(Q_max_unpr),FRPM,,FRPM|ID|DN800,DN,800.0,公称内径系列,,,内径系列公称直径,,,,,795.0,816.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,0.9,900.0,,,,,,GB/T 21238—2016,,,,2.672231143271329,5.743178407679496,0.8614767611519244,6.60465516883142,6.60465516883142,,,,,,,False,False,0.37588374527137575,0.40434044873042185,25.0,兜底,Q>0.4043(Q_max_unpr),FRPM,,FRPM|ID|DN900,DN,900.0,公称内径系列,,,内径系列公称直径,,,,,895.0,918.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,1.0,1000.0,,,,,,GB/T 21238—2016,,,,2.1645072260497766,3.4744740913777448,0.5211711137066617,3.9956452050844065,3.9956452050844065,,,,,,,False,False,0.4978213524078462,0.535509480131549,25.0,兜底,Q>0.5355(Q_max_unpr),FRPM,,FRPM|ID|DN1000,DN,1000.0,公称内径系列,,,内径系列公称直径,,,,,995.0,1020.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,1.2,1200.0,,,,,,GB/T 21238—2016,,,,1.5031300180901226,1.4561111716949084,0.21841667575423626,1.6745278474491447,1.6745278474491447,,,,,,,False,False,0.809512407755244,0.8707974588480442,25.0,兜底,Q>0.8708(Q_max_unpr),FRPM,,FRPM|ID|DN1200,DN,1200.0,公称内径系列,,,内径系列公称直径,,,,,1195.0,1220.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,1.4,1400.0,,,,,,GB/T 21238—2016,,,,1.1043404214539678,0.6980047006894768,0.10470070510342153,0.8027054057928984,0.8027054057928984,,,,,,,False,False,1.2210917080002177,1.3135358348559172,25.0,经济,Q>1.3135(Q_max_unpr),FRPM,,FRPM|ID|DN1400,DN,1400.0,公称内径系列,,,内径系列公称直径,,,,,1395.0,1420.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,1.6,1600.0,,,,,,GB/T 21238—2016,1.2768734887346307,0.9881761136530233,0.7980459304591442,0.8455106351756939,0.3691788055024744,0.05537682082537116,0.42455562632784555,0.42455562632784555,,,,,0.3231265112653694,14.437252277828605,True,True,1.7433856785602158,1.8753706603362128,25.0,妥协,,FRPM,,FRPM|ID|DN1600,DN,1600.0,公称内径系列,,,内径系列公称直径,,,,,1595.0,1620.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,1.8,1800.0,,,,,,GB/T 21238—2016,1.1226901819604098,1.0185381176960544,0.6237167677557832,0.6680577858178323,0.21049376113126267,0.0315740641696894,0.24206782530095206,0.24206782530095206,,,,,0.6773098180395902,34.41013407245013,False,False,2.386713010646115,2.5674018146718622,25.0,妥协,,FRPM,,FRPM|ID|DN1800,DN,1800.0,公称内径系列,,,内径系列公称直径,,,,,1795.0,1820.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,2.0,2000.0,,,,,,GB/T 21238—2016,1.0443134015165578,1.0244703076174069,0.5221567007582789,0.5411268065124442,0.1273432701427655,0.019101490521414823,0.14644476066418033,0.14644476066418033,,,,,0.9556865984834422,47.17984479502061,False,False,3.1609685540177868,3.400273248399058,25.0,兜底,,FRPM,,FRPM|ID|DN2000,DN,2000.0,公称内径系列,,,内径系列公称直径,,,,,1995.0,2020.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,2.2,2200.0,,,,,,GB/T 21238—2016,0.9907775402672808,1.023621837727359,0.4503534273942185,0.44721223678714384,0.08082261354665238,0.012123392031997856,0.09294600557865024,0.09294600557865024,,,,,1.2092224597327195,56.31079561764307,False,False,4.075685545427431,4.384239922725164,25.0,兜底,,FRPM,,FRPM|ID|DN2200,DN,2200.0,公称内径系列,,,内径系列公称直径,,,,,2195.0,2220.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,2.4,2400.0,,,,,,GB/T 21238—2016,0.950230946560369,1.019883031200848,0.3959295610668204,0.37578250452253065,0.053368064754086564,0.008005209713112985,0.06137327446719955,0.06137327446719955,,,,,1.4497690534396308,63.15435270257703,False,False,5.140083390607939,5.529219208906481,25.0,兜底,,FRPM,,FRPM|ID|DN2400,DN,2400.0,公称内径系列,,,内径系列公称直径,,,,,2395.0,2420.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,2.6,2600.0,,,,,,GB/T 21238—2016,0.9177348477963659,1.0147611913382604,0.35297494146014075,0.3201933766345823,0.036430590248511675,0.005464588537276751,0.041895178785788426,0.041895178785788426,,,,,1.6822651522036343,68.44643061168772,False,False,6.363105368342643,6.844831446747185,25.0,兜底,,FRPM,,FRPM|ID|DN2600,DN,2600.0,公称内径系列,,,内径系列公称直径,,,,,2595.0,2620.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,2.8,2800.0,,,,,,GB/T 21238—2016,0.8907225973566959,1.0089683083141379,0.31811521334167714,0.27608510536349196,0.025582634615523615,0.003837395192328542,0.029420029807852157,0.029420029807852157,,,,,1.909277402643304,72.63689026815953,False,False,7.753449047316764,8.34043266419284,25.0,兜底,,FRPM,,FRPM|ID|DN2800,DN,2800.0,公称内径系列,,,内径系列公称直径,,,,,2795.0,2820.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,3.0,3000.0,,,,,,GB/T 21238—2016,0.8676826526354333,1.0028771781076349,0.2892275508784778,0.24050080289441964,0.01840859709626721,0.0027612895644400816,0.021169886660707293,0.021169886660707293,,,,,2.132317347364567,76.01891755596341,False,False,9.319591277220434,10.025141460413128,25.0,兜底,,FRPM,,FRPM|ID|DN3000,DN,3000.0,公称内径系列,,,内径系列公称直径,,,,,2995.0,3020.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,3.2,3200.0,,,,,,GB/T 21238—2016,0.847648525980501,0.9966949066551257,0.26489016436890656,0.21137765879392348,0.013530806425280638,0.002029620963792096,0.015560427389072734,0.015560427389072734,,,,,2.3523514740194993,78.79214016420534,False,False,11.06980904053112,11.907861436192004,25.0,兜底,,FRPM,,FRPM|ID|DN3200,DN,3200.0,公称内径系列,,,内径系列公称直径,,,,,3195.0,3220.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,3.4,3400.0,,,,,,GB/T 21238—2016,0.8299647788377531,0.9905403539809975,0.24410728789345681,0.1872411095198769,0.010132920685583921,0.0015199381028375882,0.011652858788421509,0.011652858788421509,,,,,2.5700352211622466,81.0970740598955,False,False,13.012197080723437,13.997300156701037,25.0,兜底,,FRPM,,FRPM|ID|DN3400,DN,3400.0,公称内径系列,,,内径系列公称直径,,,,,3395.0,3420.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,3.6,3600.0,,,,,,GB/T 21238—2016,0.8141666959641144,0.9844825157950812,0.22615741554558733,0.16701444645445807,0.007714826239062867,0.00115722393585943,0.008872050174922297,0.008872050174922297,,,,,2.7858333040358856,83.03530598310576,False,False,15.154682975383322,16.301985365740713,25.0,兜底,,FRPM,,FRPM|ID|DN3600,DN,3600.0,公称内径系列,,,内径系列公称直径,,,,,3595.0,3620.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,3.8,3800.0,,,,,,GB/T 21238—2016,0.7999130676230176,0.9785610070305817,0.21050343884816253,0.1498966223026161,0.005961030194830347,0.0008941545292245521,0.0068551847240549,0.0068551847240549,,,,,3.0000869323769823,84.68193385740214,False,False,17.505040152869718,18.8302789878432,25.0,兜底,,FRPM,,FRPM|ID|DN3800,DN,3800.0,公称内径系列,,,内径系列公称直径,,,,,3795.0,3820.0,7.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2000,0.0005,4.0,4000.0,,,,,,GB/T 21238—2016,0.7869461828196913,0.9727976111442265,0.19673654570492283,0.13528170162811104,0.004667269930403496,0.0007000904895605244,0.005367360419964021,0.005367360419964021,,,,,3.2130538171803087,86.09354092995873,False,False,20.07089923154493,21.590389325951964,25.0,兜底,,FRPM,,FRPM|ID|DN4000,DN,4000.0,公称内径系列,,,内径系列公称直径,,,,,3995.0,4020.0,7.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.1,100.0,,,,,,GB/T 21238—2016,,,,216.45072260497764,204592.2024405158,30688.830366077367,235281.03280659317,235281.03280659317,,,,,,,False,False,0.0009592942628383508,0.0010319187184339147,25.0,兜底,Q>0.0010(Q_max_unpr),FRPM,,FRPM|ID|DN100,DN,100.0,公称内径系列,,,内径系列公称直径,,,,,97.0,103.0,1.5,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.125,125.0,,,,,,GB/T 21238—2016,,,,138.5284624671857,70571.3321462907,10585.699821943605,81157.03196823431,81157.03196823431,,,,,,,False,False,0.0017393162259919104,0.0018709931252651822,25.0,兜底,Q>0.0019(Q_max_unpr),FRPM,,FRPM|ID|DN125,DN,125.0,公称内径系列,,,内径系列公称直径,,,,,122.0,128.0,1.5,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.15,150.0,,,,,,GB/T 21238—2016,,,,96.20032115776785,29575.61416118036,4436.342124177054,34011.95628535742,34011.95628535742,,,,,,,False,False,0.0028283199568285215,0.0030424411134660984,25.0,兜底,Q>0.0030(Q_max_unpr),FRPM,,FRPM|ID|DN150,DN,150.0,公称内径系列,,,内径系列公称直径,,,,,147.0,153.0,1.5,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.2,200.0,,,,,,GB/T 21238—2016,,,,54.11268065124441,7498.527667580021,1124.7791501370032,8623.306817717024,8623.306817717024,,,,,,,False,False,0.006091138887906624,0.006552275436750689,25.0,兜底,Q>0.0066(Q_max_unpr),FRPM,,FRPM|ID|DN200,DN,200.0,公称内径系列,,,内径系列公称直径,,,,,196.0,204.0,1.5,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.25,250.0,,,,,,GB/T 21238—2016,,,,34.632115616796426,2586.516398594404,387.9774597891606,2974.4938583835647,2974.4938583835647,,,,,,,False,False,0.011043969627379668,0.011880065821084878,25.0,兜底,Q>0.0119(Q_max_unpr),FRPM,,FRPM|ID|DN250,DN,250.0,公称内径系列,,,内径系列公称直径,,,,,246.0,255.0,1.5,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.3,300.0,,,,,,GB/T 21238—2016,,,,24.05008028944196,1083.9785604134254,162.5967840620138,1246.5753444754391,1246.5753444754391,,,,,,,False,False,0.01795871229908899,0.019318296896269536,25.0,兜底,Q>0.0193(Q_max_unpr),FRPM,,FRPM|ID|DN300,DN,300.0,公称内径系列,,,内径系列公称直径,,,,,296.0,306.0,1.8,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.35,350.0,,,,,,GB/T 21238—2016,,,,17.669446743263485,519.6183817025986,77.9427572553898,597.5611389579884,597.5611389579884,,,,,,,False,False,0.02708943614043948,0.02914027249827323,25.0,兜底,Q>0.0291(Q_max_unpr),FRPM,,FRPM|ID|DN350,DN,350.0,公称内径系列,,,内径系列公称直径,,,,,346.0,357.0,2.1,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.4,400.0,,,,,,GB/T 21238—2016,,,,13.528170162811103,274.82922863500175,41.22438429525026,316.05361293025203,316.05361293025203,,,,,,,False,False,0.03867632111338954,0.04160435568433375,25.0,兜底,Q>0.0416(Q_max_unpr),FRPM,,FRPM|ID|DN400,DN,400.0,公称内径系列,,,内径系列公称直径,,,,,396.0,408.0,2.4,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.45,450.0,,,,,,GB/T 21238—2016,,,,10.688924573085316,156.6986976011479,23.504804640172186,180.20350224132008,180.20350224132008,,,,,,,False,False,0.05294828329752482,0.0569567928843797,25.0,兜底,Q>0.0570(Q_max_unpr),FRPM,,FRPM|ID|DN450,DN,450.0,公称内径系列,,,内径系列公称直径,,,,,446.0,459.0,2.7,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.5,500.0,,,,,,GB/T 21238—2016,,,,8.658028904199107,94.79865090727785,14.219797636091677,109.01844854336952,109.01844854336952,,,,,,,False,False,0.07012483601762931,0.07543371592736633,25.0,兜底,Q>0.0754(Q_max_unpr),FRPM,,FRPM|ID|DN500,DN,500.0,公称内径系列,,,内径系列公称直径,,,,,496.0,510.0,3.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.6,600.0,,,,,,GB/T 21238—2016,,,,6.01252007236049,39.72899812096642,5.9593497181449635,45.68834783911139,45.68834783911139,,,,,,,False,False,0.11403071518227244,0.12266353926148908,25.0,兜底,Q>0.1227(Q_max_unpr),FRPM,,FRPM|ID|DN600,DN,600.0,公称内径系列,,,内径系列公称直径,,,,,595.0,612.0,3.6,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.7,700.0,,,,,,GB/T 21238—2016,,,,4.417361685815871,19.044581197628705,2.8566871796443056,21.901268377273013,21.901268377273013,,,,,,,False,False,0.17200719770623596,0.18502919687359565,25.0,兜底,Q>0.1850(Q_max_unpr),FRPM,,FRPM|ID|DN700,DN,700.0,公称内径系列,,,内径系列公称直径,,,,,695.0,714.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.8,800.0,,,,,,GB/T 21238—2016,,,,3.3820425407027757,10.072791387924024,1.5109187081886035,11.583710096112627,11.583710096112627,,,,,,,False,False,0.2455793312866178,0.2641711919190821,25.0,兜底,Q>0.2642(Q_max_unpr),FRPM,,FRPM|ID|DN800,DN,800.0,公称内径系列,,,内径系列公称直径,,,,,795.0,816.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,0.9,900.0,,,,,,GB/T 21238—2016,,,,2.672231143271329,5.743178407679496,0.8614767611519244,6.60465516883142,6.60465516883142,,,,,,,False,False,0.33620064242560455,0.36165309176559673,25.0,兜底,Q>0.3617(Q_max_unpr),FRPM,,FRPM|ID|DN900,DN,900.0,公称内径系列,,,内径系列公称直径,,,,,895.0,918.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,1.0,1000.0,,,,,,GB/T 21238—2016,,,,2.1645072260497766,3.4744740913777448,0.5211711137066617,3.9956452050844065,3.9956452050844065,,,,,,,False,False,0.44526495385392906,0.47897424006788664,25.0,兜底,Q>0.4790(Q_max_unpr),FRPM,,FRPM|ID|DN1000,DN,1000.0,公称内径系列,,,内径系列公称直径,,,,,995.0,1020.0,4.2,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,1.2,1200.0,,,,,,GB/T 21238—2016,,,,1.5031300180901226,1.4561111716949084,0.21841667575423626,1.6745278474491447,1.6745278474491447,,,,,,,False,False,0.7240499089481015,0.778864925047321,25.0,兜底,Q>0.7789(Q_max_unpr),FRPM,,FRPM|ID|DN1200,DN,1200.0,公称内径系列,,,内径系列公称直径,,,,,1195.0,1220.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,1.4,1400.0,,,,,,GB/T 21238—2016,,,,1.1043404214539678,0.6980047006894768,0.10470070510342153,0.8027054057928984,0.8027054057928984,,,,,,,False,False,1.092177626339924,1.1748621670479074,25.0,经济,Q>1.1749(Q_max_unpr),FRPM,,FRPM|ID|DN1400,DN,1400.0,公称内径系列,,,内径系列公称直径,,,,,1395.0,1420.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,1.6,1600.0,,,,,,GB/T 21238—2016,,,,0.8455106351756939,0.3691788055024744,0.05537682082537116,0.42455562632784555,0.42455562632784555,,,,,,,False,False,1.5593315553040958,1.6773825118081762,25.0,妥协,Q>1.6774(Q_max_unpr),FRPM,,FRPM|ID|DN1600,DN,1600.0,公称内径系列,,,内径系列公称直径,,,,,1595.0,1620.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,1.8,1800.0,,,,,,GB/T 21238—2016,1.213792284217042,0.9312470058635757,0.6743290467872456,0.6680577858178323,0.21049376113126267,0.0315740641696894,0.24206782530095206,0.24206782530095206,,,,,0.5862077157829579,28.26202053682626,False,False,2.1347410138351566,2.2963539932650403,25.0,妥协,,FRPM,,FRPM|ID|DN1800,DN,1800.0,公称内径系列,,,内径系列公称直径,,,,,1795.0,1820.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,2.0,2000.0,,,,,,GB/T 21238—2016,1.1180592898522024,0.9411164211361426,0.5590296449261012,0.5411268065124442,0.1273432701427655,0.019101490521414823,0.14644476066418033,0.14644476066418033,,,,,0.8819407101477976,42.50160826445038,False,False,2.827256224609195,3.0412968501977287,25.0,兜底,,FRPM,,FRPM|ID|DN2000,DN,2000.0,公称内径系列,,,内径系列公称直径,,,,,1995.0,2020.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,2.2,2200.0,,,,,,GB/T 21238—2016,1.056124666189329,0.9422649742039424,0.480056666449695,0.44721223678714384,0.08082261354665238,0.012123392031997856,0.09294600557865024,0.09294600557865024,,,,,1.143875333810671,52.53859062680708,False,False,3.6454039737956174,3.9213833987527567,25.0,兜底,,FRPM,,FRPM|ID|DN2200,DN,2200.0,公称内径系列,,,内径系列公称直径,,,,,2195.0,2220.0,5.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,2.4,2400.0,,,,,,GB/T 21238—2016,1.0103365025205224,0.9399241119200131,0.42097354271688436,0.37578250452253065,0.053368064754086564,0.008005209713112985,0.06137327446719955,0.06137327446719955,,,,,1.3896634974794775,60.01991014413838,False,False,4.597430348566782,4.945484005445,25.0,兜底,,FRPM,,FRPM|ID|DN2400,DN,2400.0,公称内径系列,,,内径系列公称直径,,,,,2395.0,2420.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,2.6,2600.0,,,,,,GB/T 21238—2016,0.974150425746593,0.9359204294510518,0.37467324067176655,0.3201933766345823,0.036430590248511675,0.005464588537276751,0.041895178785788426,0.041895178785788426,,,,,1.6258495742534071,65.78839754332681,False,False,5.691334460643195,6.122203363781975,25.0,兜底,,FRPM,,FRPM|ID|DN2600,DN,2600.0,公称内径系列,,,内径系列公称直径,,,,,2595.0,2620.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,2.8,2800.0,,,,,,GB/T 21238—2016,0.9443482585908414,0.9310822143060205,0.3372672352110148,0.27608510536349196,0.025582634615523615,0.003837395192328542,0.029420029807852157,0.029420029807852157,,,,,1.8556517414091585,70.34793478798527,False,False,6.934895651952507,7.459909759557946,25.0,兜底,,FRPM,,FRPM|ID|DN2800,DN,2800.0,公称内径系列,,,内径系列公称直径,,,,,2795.0,2820.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,3.0,3000.0,,,,,,GB/T 21238—2016,0.919096348779149,0.9258358440145934,0.3063654495930497,0.24050080289441964,0.01840859709626721,0.0027612895644400816,0.021169886660707293,0.021169886660707293,,,,,2.0809036512208507,74.02338606252657,False,False,8.335695847351593,8.966759115814108,25.0,兜底,,FRPM,,FRPM|ID|DN3000,DN,3000.0,公称内径系列,,,内径系列公称直径,,,,,2995.0,3020.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,3.2,3200.0,,,,,,GB/T 21238—2016,0.8972479712519157,0.9204173458024049,0.28038999101622364,0.21137765879392348,0.013530806425280638,0.002029620963792096,0.015560427389072734,0.015560427389072734,,,,,2.3027520287480847,77.03458547821609,False,False,9.901138205027722,10.650715055189439,25.0,兜底,,FRPM,,FRPM|ID|DN3200,DN,3200.0,公称内径系列,,,内径系列公称直径,,,,,3195.0,3220.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,3.4,3400.0,,,,,,GB/T 21238—2016,0.8780378046927632,0.9149631060128364,0.25824641314493035,0.1872411095198769,0.010132920685583921,0.0015199381028375882,0.011652858788421509,0.011652858788421509,,,,,2.521962195307237,79.53566561434118,False,False,11.638462883648769,12.51956586074079,25.0,兜底,,FRPM,,FRPM|ID|DN3400,DN,3400.0,公称内径系列,,,内径系列公称直径,,,,,3395.0,3420.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,3.6,3600.0,,,,,,GB/T 21238—2016,0.8609297703293979,0.9095537119758351,0.23914715842483275,0.16701444645445807,0.007714826239062867,0.00115722393585943,0.008872050174922297,0.008872050174922297,,,,,2.7390702296706024,81.6377587980318,False,False,13.554760524166355,14.580938978401203,25.0,兜底,,FRPM,,FRPM|ID|DN3600,DN,3600.0,公称内径系列,,,内径系列公称直径,,,,,3595.0,3620.0,6.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,3.8,3800.0,,,,,,GB/T 21238—2016,0.8455339982240454,0.9042369750517841,0.2225089469010646,0.1498966223026161,0.005961030194830347,0.0008941545292245521,0.0068551847240549,0.0068551847240549,,,,,2.9544660017759545,83.42286077230675,False,False,15.656983892271999,16.84231354084133,25.0,兜底,,FRPM,,FRPM|ID|DN3800,DN,3800.0,公称内径系列,,,内径系列公称直径,,,,,3795.0,3820.0,7.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
玻璃钢夹砂管,94800.0,,1.7,0.014,1/2500,0.0004,4.0,4000.0,,,,,,GB/T 21238—2016,0.8315582872408811,0.8990407795447721,0.20788957181022027,0.13528170162811104,0.004667269930403496,0.0007000904895605244,0.005367360419964021,0.005367360419964021,,,,,3.168441712759119,84.95266235902996,False,False,17.951958020513104,19.31103127740578,25.0,兜底,,FRPM,,FRPM|ID|DN4000,DN,4000.0,公称内径系列,,,内径系列公称直径,,,,,3995.0,4020.0,7.0,GB/T 21238—2016,GB/T 21238—2016 6.2.1、表2,,,,,False
